description,keyword,qty,price,supplier,barcode,"batch code",brand,category,safety
"Red Widget",widget,331,14.35,SupplierC,655916910088,B4192,BrandZ,Electronics,Low
"Purple Item",tool,66,58.84,SupplierD,249652654930,B6567,BrandZ,Electronics,Low
"Blue Gadget",gadget,108,49.54,SupplierD,538686465237,B1162,BrandZ,Toys,High
"Yellow Device",widget,154,50.43,SupplierB,263046831883,B2513,BrandX,Toys,Medium
"Yellow Device",device,190,24.73,SupplierD,469121261979,B7334,BrandZ,Electronics,Low
"Red Widget",widget,137,63.53,SupplierD,632999424534,B2030,BrandZ,Toys,High
"Blue Gadget",widget,158,84.30,SupplierB,227042041178,B7322,BrandX,Household,Critical
"Blue Gadget",tool,230,29.11,SupplierD,398539966785,B9745,BrandZ,Household,Medium
"Yellow Device",gadget,463,91.11,SupplierD,159397447205,B8662,BrandX,Toys,Medium
"Green Tool",device,106,36.09,SupplierB,667465451945,B4966,BrandY,Outdoor,High
"Red Widget",item,366,19.82,SupplierB,484704589850,B5727,BrandX,Household,Medium
"Green Tool",gadget,400,70.01,SupplierD,167715767571,B5784,BrandZ,Automotive,High
"Purple Item",gadget,5,69.73,SupplierC,948539909875,B4419,BrandY,Electronics,Medium
"Green Tool",device,325,17.98,SupplierB,584609176618,B9238,BrandX,Electronics,High
"Yellow Device",tool,48,76.49,SupplierA,471863055428,B7690,BrandX,Toys,High
"Green Tool",tool,237,38.94,SupplierA,395311217964,B9500,BrandY,Electronics,Critical
"Green Tool",widget,244,97.31,SupplierD,110985802909,B7457,BrandY,Toys,Low
"Purple Item",item,170,33.19,SupplierC,844576336384,B6506,BrandZ,Automotive,Critical
"Green Tool",item,128,92.91,SupplierD,941807008206,B7423,BrandZ,Automotive,Low
"Red Widget",device,339,66.20,SupplierD,894188330280,B5053,BrandY,Toys,High
"Purple Item",item,421,99.10,SupplierC,894407125141,B6665,BrandY,Outdoor,High
"Red Widget",item,302,92.20,SupplierA,939496621658,B6673,BrandY,Household,Low
"Blue Gadget",tool,340,76.94,SupplierC,117778183104,B4611,BrandY,Automotive,High
"Blue Gadget",gadget,121,37.52,SupplierA,203214480856,B5861,BrandX,Electronics,Medium
"Purple Item",device,245,12.16,SupplierB,769469071200,B5838,BrandY,Electronics,Critical
"Green Tool",device,126,85.93,SupplierD,366416223103,B1985,BrandX,Electronics,High
"Green Tool",device,85,88.41,SupplierC,267354393802,B7925,BrandX,Automotive,Low
"Purple Item",gadget,490,74.07,SupplierA,906774275388,B2964,BrandX,Outdoor,Critical
"Blue Gadget",tool,115,36.20,SupplierA,847430241195,B3485,BrandY,Electronics,High
"Purple Item",gadget,24,55.78,SupplierC,997046938177,B3675,BrandY,Electronics,Medium
"Blue Gadget",item,241,91.76,SupplierD,915363791930,B5785,BrandZ,Outdoor,Low
"Purple Item",widget,455,13.78,SupplierC,109507123096,B8960,BrandX,Household,Medium
"Red Widget",device,265,52.26,SupplierB,303697325760,B3629,BrandY,Household,Medium
"Green Tool",item,369,22.85,SupplierC,954316708702,B2295,BrandZ,Electronics,Low
"Green Tool",widget,292,74.85,SupplierD,934075379796,B5131,BrandZ,Toys,Critical
"Yellow Device",tool,433,39.22,SupplierD,374972398327,B3909,BrandZ,Automotive,Medium
"Yellow Device",widget,457,64.58,SupplierD,990765403554,B7368,BrandY,Electronics,Medium
"Purple Item",item,3,17.99,SupplierD,639425944119,B4128,BrandY,Electronics,Low
"Green Tool",gadget,117,80.41,SupplierA,978190809986,B2969,BrandX,Electronics,High
"Red Widget",widget,207,20.15,SupplierD,931585503201,B4364,BrandX,Outdoor,Critical
"Blue Gadget",device,305,54.82,SupplierC,295085344302,B2508,BrandZ,Automotive,Medium
"Blue Gadget",gadget,275,52.26,SupplierC,602386762289,B7448,BrandZ,Toys,Medium
"Purple Item",device,429,30.16,SupplierD,606280641135,B4741,BrandZ,Household,High
"Purple Item",gadget,295,7.53,SupplierC,987928156367,B5765,BrandZ,Outdoor,Critical
"Red Widget",device,225,82.20,SupplierA,789123169310,B7098,BrandZ,Outdoor,Critical
"Yellow Device",item,137,47.40,SupplierB,281708309770,B7144,BrandX,Outdoor,Medium
"Yellow Device",item,391,26.34,SupplierD,688928094250,B8225,BrandZ,Automotive,Critical
"Red Widget",tool,209,7.98,SupplierB,601928017449,B9138,BrandX,Outdoor,Critical
"Purple Item",widget,294,54.73,SupplierD,706207875192,B4025,BrandX,Toys,Critical
"Green Tool",tool,444,96.78,SupplierB,649485134123,B8401,BrandZ,Outdoor,Medium
"Green Tool",widget,237,26.17,SupplierD,244763513954,B5364,BrandY,Automotive,High
"Purple Item",tool,342,87.61,SupplierB,420717398846,B4894,BrandZ,Toys,Critical
"Red Widget",gadget,478,4.96,SupplierA,107231790216,B6634,BrandX,Automotive,High
"Blue Gadget",device,322,7.37,SupplierA,127571614728,B2790,BrandZ,Automotive,Medium
"Blue Gadget",tool,315,19.74,SupplierB,849713680131,B3874,BrandZ,Outdoor,Medium
"Red Widget",widget,88,85.05,SupplierC,239171662271,B9140,BrandZ,Outdoor,High
"Red Widget",device,49,57.77,SupplierA,633541857904,B3339,BrandY,Toys,High
"Blue Gadget",widget,61,23.78,SupplierD,962590016039,B7924,BrandX,Electronics,Critical
"Red Widget",gadget,12,15.48,SupplierD,299861794239,B8356,BrandX,Household,Low
"Yellow Device",tool,92,87.85,SupplierC,205992597909,B6543,BrandY,Automotive,Critical
"Green Tool",widget,2,98.94,SupplierA,494287872617,B1983,BrandY,Automotive,High
"Blue Gadget",gadget,462,35.31,SupplierB,657440921909,B5588,BrandX,Outdoor,High
"Purple Item",device,61,98.32,SupplierC,829886420025,B2698,BrandX,Electronics,High
"Purple Item",device,64,57.20,SupplierB,372587659794,B1551,BrandY,Toys,Critical
"Blue Gadget",device,256,93.29,SupplierC,305541363924,B7279,BrandX,Automotive,Low
"Yellow Device",item,8,29.18,SupplierB,678186833875,B8588,BrandZ,Outdoor,Critical
"Purple Item",device,291,11.89,SupplierD,597880437366,B5796,BrandY,Household,Medium
"Yellow Device",gadget,123,88.86,SupplierB,834102980025,B7442,BrandY,Automotive,High
"Purple Item",device,241,34.47,SupplierA,878385009019,B8705,BrandX,Outdoor,High
"Green Tool",item,471,75.00,SupplierA,238707350519,B7201,BrandZ,Toys,Critical
"Green Tool",device,184,82.21,SupplierD,999032228554,B4678,BrandX,Outdoor,Low
"Yellow Device",tool,437,42.24,SupplierD,647219506730,B6871,BrandZ,Household,Critical
"Green Tool",item,102,23.50,SupplierB,876540382345,B4439,BrandX,Outdoor,Critical
"Green Tool",item,236,8.18,SupplierB,500334487070,B3819,BrandX,Electronics,Low
"Purple Item",tool,424,87.73,SupplierD,427308982402,B8480,BrandZ,Outdoor,Medium
"Red Widget",tool,61,77.53,SupplierB,708982273016,B1922,BrandX,Outdoor,Critical
"Purple Item",tool,13,47.29,SupplierB,939446576727,B7997,BrandX,Electronics,High
"Yellow Device",tool,256,24.40,SupplierC,550905914151,B7520,BrandX,Household,Low
"Green Tool",tool,439,37.21,SupplierC,326662863694,B4764,BrandY,Outdoor,Low
"Purple Item",widget,216,16.79,SupplierA,930511323082,B5168,BrandX,Automotive,Medium
"Green Tool",gadget,96,19.85,SupplierB,812793604747,B3041,BrandX,Electronics,Low
"Blue Gadget",tool,240,42.77,SupplierA,924117624079,B7377,BrandX,Toys,High
"Yellow Device",item,339,27.46,SupplierB,586890440530,B2926,BrandZ,Automotive,Critical
"Yellow Device",gadget,290,17.59,SupplierD,621296096184,B6199,BrandZ,Toys,Medium
"Purple Item",item,133,56.53,SupplierC,627096280465,B6910,BrandZ,Household,High
"Purple Item",tool,53,30.47,SupplierC,913762907248,B8069,BrandX,Electronics,Critical
"Purple Item",tool,420,96.53,SupplierD,126408368121,B1488,BrandY,Household,Medium
"Purple Item",item,245,32.34,SupplierD,856412583298,B6313,BrandZ,Automotive,Critical
"Blue Gadget",gadget,177,69.07,SupplierB,759390328894,B7892,BrandX,Electronics,High
"Red Widget",device,12,97.22,SupplierD,178202913055,B4875,BrandZ,Automotive,Medium
"Yellow Device",gadget,398,33.15,SupplierC,216126917644,B3240,BrandY,Automotive,High
"Green Tool",item,142,53.46,SupplierC,501661750120,B3897,BrandY,Toys,Low
"Purple Item",widget,191,13.23,SupplierA,393958635958,B4293,BrandY,Outdoor,High
"Purple Item",widget,52,47.15,SupplierC,551462154334,B2157,BrandY,Household,Low
"Green Tool",tool,158,41.73,SupplierC,795774453685,B3730,BrandY,Household,High
"Blue Gadget",item,324,29.79,SupplierA,629647895692,B9818,BrandX,Outdoor,Critical
"Green Tool",gadget,497,85.99,SupplierD,379794877421,B6297,BrandX,Outdoor,High
"Green Tool",tool,371,1.31,SupplierD,950753621156,B9578,BrandZ,Electronics,Low
"Blue Gadget",tool,245,67.30,SupplierC,234596721009,B5662,BrandX,Toys,High
"Blue Gadget",device,120,22.20,SupplierA,142492573450,B4059,BrandZ,Automotive,High
"Yellow Device",gadget,306,7.54,SupplierA,191588229816,B7211,BrandZ,Toys,Critical
"Green Tool",tool,489,79.67,SupplierC,971847294999,B2307,BrandZ,Household,Low
"Yellow Device",device,5,25.62,SupplierA,285382462983,B8256,BrandY,Toys,Critical
"Red Widget",device,5,38.72,SupplierD,443374997598,B4070,BrandZ,Electronics,High
"Red Widget",item,309,46.85,SupplierA,723282713158,B6130,BrandZ,Electronics,High
"Blue Gadget",device,268,68.39,SupplierA,501332557920,B6180,BrandX,Automotive,Low
"Yellow Device",device,362,41.88,SupplierB,466405223810,B6571,BrandZ,Outdoor,High
"Blue Gadget",device,430,28.50,SupplierC,471898814107,B9951,BrandZ,Toys,Low
"Yellow Device",tool,292,12.18,SupplierD,553456401112,B3828,BrandZ,Toys,Low
"Red Widget",item,94,14.66,SupplierA,592644937073,B8059,BrandX,Household,Critical
"Blue Gadget",device,338,23.38,SupplierA,652971062099,B1520,BrandZ,Toys,Low
"Purple Item",item,153,96.84,SupplierC,411333093766,B8089,BrandY,Household,Low
"Yellow Device",gadget,259,97.70,SupplierB,479184255849,B5614,BrandY,Household,Low
"Blue Gadget",item,338,75.45,SupplierC,230852703957,B8356,BrandY,Outdoor,Low
"Green Tool",gadget,375,58.75,SupplierB,262619664711,B7682,BrandZ,Automotive,Low
"Red Widget",gadget,335,90.80,SupplierC,747852079715,B9020,BrandX,Outdoor,Critical
"Blue Gadget",tool,478,99.97,SupplierA,637395373421,B9680,BrandY,Automotive,Low
"Yellow Device",item,174,99.58,SupplierC,765684385200,B9685,BrandY,Toys,Critical
"Blue Gadget",widget,106,54.78,SupplierB,536171000108,B6315,BrandX,Automotive,Medium
"Red Widget",item,97,78.24,SupplierA,722993273046,B6125,BrandZ,Toys,High
"Blue Gadget",gadget,70,24.26,SupplierD,146986735164,B4759,BrandZ,Outdoor,Low
"Blue Gadget",widget,164,21.51,SupplierA,475391877950,B3640,BrandX,Automotive,High
"Red Widget",tool,371,93.60,SupplierC,967866118754,B8812,BrandZ,Toys,Medium
"Purple Item",item,281,48.40,SupplierD,413428759188,B7321,BrandX,Toys,High
"Green Tool",item,425,65.86,SupplierB,308807681765,B1728,BrandY,Automotive,Medium
"Green Tool",device,318,49.45,SupplierC,743812719502,B7928,BrandZ,Household,Low
"Purple Item",tool,192,25.39,SupplierA,341134211260,B2475,BrandY,Automotive,Critical
"Blue Gadget",tool,286,84.39,SupplierA,974963358750,B7694,BrandX,Household,High
"Blue Gadget",gadget,58,50.68,SupplierA,977590131779,B6341,BrandX,Outdoor,Low
"Yellow Device",gadget,66,31.44,SupplierA,502718145525,B6398,BrandY,Electronics,High
"Green Tool",tool,364,62.96,SupplierC,849003213689,B3428,BrandZ,Household,Low
"Yellow Device",gadget,415,20.15,SupplierA,639225279852,B5729,BrandZ,Toys,Critical
"Red Widget",widget,275,83.41,SupplierC,488015908977,B6132,BrandZ,Outdoor,High
"Purple Item",widget,111,55.87,SupplierA,965874864832,B7555,BrandZ,Outdoor,High
"Purple Item",widget,118,62.34,SupplierC,969561856946,B1527,BrandY,Outdoor,Critical
"Red Widget",gadget,47,89.50,SupplierB,695774402227,B6840,BrandY,Automotive,High
"Purple Item",widget,468,79.67,SupplierC,724127315248,B4222,BrandY,Automotive,Critical
"Purple Item",gadget,112,33.84,SupplierA,197880089738,B3363,BrandZ,Electronics,Medium
"Yellow Device",tool,414,44.24,SupplierB,988734475765,B4503,BrandZ,Toys,High
"Red Widget",gadget,151,33.07,SupplierC,839081907774,B8580,BrandY,Automotive,Medium
"Blue Gadget",tool,251,4.33,SupplierD,678206101970,B6532,BrandZ,Outdoor,High
"Blue Gadget",item,357,13.51,SupplierC,682066299095,B1529,BrandZ,Outdoor,Medium
"Yellow Device",item,23,89.05,SupplierB,323920910267,B3905,BrandX,Toys,Low
"Green Tool",widget,197,56.06,SupplierB,917976148005,B8436,BrandZ,Toys,Low
"Purple Item",gadget,492,39.15,SupplierB,752660639340,B2538,BrandY,Outdoor,Critical
"Blue Gadget",gadget,198,39.14,SupplierA,798540081153,B8126,BrandY,Electronics,Low
"Green Tool",tool,37,62.03,SupplierA,302710645986,B6269,BrandY,Toys,Low
"Yellow Device",tool,454,15.18,SupplierB,249452109867,B2828,BrandZ,Toys,Low
"Purple Item",device,194,37.95,SupplierB,462514527961,B1540,BrandY,Outdoor,Low
"Yellow Device",item,109,62.83,SupplierD,944307863470,B3019,BrandY,Toys,Low
"Purple Item",gadget,295,90.41,SupplierA,103068769490,B6049,BrandY,Outdoor,Medium
"Green Tool",device,373,44.07,SupplierC,670572276078,B7969,BrandY,Outdoor,High
"Green Tool",item,294,81.32,SupplierA,716939318843,B5809,BrandX,Toys,Low
"Yellow Device",widget,394,28.49,SupplierB,694666685332,B6657,BrandX,Automotive,Critical
"Green Tool",device,8,15.43,SupplierC,535720189907,B6749,BrandX,Outdoor,High
"Blue Gadget",widget,29,42.15,SupplierD,912785251626,B3830,BrandZ,Toys,Medium
"Green Tool",gadget,193,22.82,SupplierA,495971230015,B5318,BrandZ,Outdoor,High
"Red Widget",item,250,25.65,SupplierA,721720885381,B4414,BrandZ,Electronics,Critical
"Green Tool",tool,316,75.46,SupplierA,248884388579,B4740,BrandY,Automotive,High
"Green Tool",device,211,60.28,SupplierB,456871502785,B5099,BrandX,Outdoor,Medium
"Red Widget",item,97,52.35,SupplierA,413283448907,B8929,BrandZ,Automotive,Low
"Blue Gadget",widget,358,99.68,SupplierB,945438254973,B8649,BrandZ,Outdoor,Low
"Red Widget",gadget,7,43.80,SupplierA,934328625392,B9609,BrandZ,Automotive,Medium
"Purple Item",widget,341,70.78,SupplierC,278832428751,B1350,BrandX,Toys,High
"Purple Item",device,440,11.13,SupplierD,239696290195,B7802,BrandY,Electronics,Low
"Red Widget",item,47,71.23,SupplierB,808756450854,B5059,BrandZ,Automotive,Medium
"Purple Item",gadget,237,44.16,SupplierD,596137195712,B9772,BrandY,Toys,Medium
"Purple Item",tool,341,15.58,SupplierD,566212562217,B7828,BrandZ,Electronics,Critical
"Blue Gadget",widget,477,78.30,SupplierA,611084470242,B4589,BrandX,Electronics,Medium
"Purple Item",device,493,26.86,SupplierD,394297973509,B1023,BrandZ,Outdoor,Critical
"Purple Item",device,483,98.34,SupplierB,651487869816,B1614,BrandZ,Automotive,High
"Yellow Device",tool,274,22.32,SupplierD,651741462442,B6248,BrandY,Household,Low
"Purple Item",device,460,42.73,SupplierB,293354798927,B1962,BrandX,Automotive,Medium
"Purple Item",widget,406,70.47,SupplierD,822848748027,B2389,BrandZ,Automotive,Low
"Green Tool",widget,273,48.66,SupplierB,553619335881,B9029,BrandZ,Household,High
"Green Tool",item,325,77.75,SupplierC,380547150748,B7733,BrandY,Automotive,Low
"Purple Item",gadget,342,69.89,SupplierC,890704059316,B7550,BrandX,Electronics,High
"Purple Item",device,262,77.48,SupplierB,896042497673,B5809,BrandZ,Household,Low
"Yellow Device",gadget,352,73.34,SupplierC,525597792179,B9153,BrandY,Outdoor,Medium
"Red Widget",device,161,98.78,SupplierC,455669694400,B1458,BrandY,Automotive,Low
"Yellow Device",widget,499,34.20,SupplierA,214423680782,B8886,BrandY,Toys,Critical
"Yellow Device",device,291,27.58,SupplierA,643683858281,B4551,BrandX,Electronics,Critical
"Purple Item",item,485,86.69,SupplierB,475910895076,B2570,BrandX,Household,Low
"Green Tool",tool,257,29.98,SupplierB,635330905911,B6161,BrandY,Automotive,High
"Yellow Device",widget,302,5.51,SupplierB,903218206934,B9861,BrandY,Toys,Low
"Yellow Device",gadget,493,49.41,SupplierD,902101889471,B9068,BrandX,Outdoor,Critical
"Blue Gadget",widget,55,51.41,SupplierC,598045367601,B5331,BrandX,Toys,Low
"Purple Item",gadget,402,17.40,SupplierB,695428505236,B8428,BrandY,Outdoor,High
"Blue Gadget",gadget,220,56.11,SupplierA,812408343160,B9967,BrandZ,Toys,Medium
"Blue Gadget",gadget,350,1.02,SupplierA,424047899623,B5518,BrandX,Toys,High
"Blue Gadget",tool,192,9.04,SupplierA,121302218347,B1937,BrandX,Automotive,Critical
"Blue Gadget",tool,389,48.95,SupplierD,925793850433,B8553,BrandY,Toys,Critical
"Yellow Device",device,446,75.42,SupplierD,258874808052,B8165,BrandX,Household,Critical
"Purple Item",tool,139,47.20,SupplierD,143057647551,B3136,BrandX,Outdoor,Medium
"Purple Item",device,220,43.34,SupplierA,781883742788,B4579,BrandX,Automotive,Medium
"Purple Item",tool,485,51.06,SupplierC,872573778299,B2941,BrandX,Electronics,Critical
"Red Widget",tool,48,81.33,SupplierC,955039208982,B8421,BrandZ,Outdoor,Critical
"Purple Item",tool,289,45.56,SupplierB,163818992985,B6234,BrandX,Electronics,Medium
"Purple Item",gadget,285,33.57,SupplierC,799324709514,B7224,BrandZ,Toys,Low
"Red Widget",item,302,76.93,SupplierD,507515877644,B8701,BrandY,Outdoor,High
"Red Widget",item,211,11.07,SupplierC,763570962030,B6552,BrandX,Outdoor,Medium
"Yellow Device",device,471,96.25,SupplierA,610457732320,B7123,BrandZ,Outdoor,Low
"Green Tool",gadget,488,25.18,SupplierC,610494325477,B1470,BrandY,Electronics,Low
"Red Widget",device,403,54.79,SupplierD,732488179580,B2027,BrandX,Automotive,Low
"Green Tool",widget,110,5.09,SupplierD,758630232807,B2197,BrandX,Outdoor,Low
"Yellow Device",device,104,36.03,SupplierC,153862106205,B3937,BrandY,Toys,Medium
"Yellow Device",item,235,80.19,SupplierC,643880357123,B7816,BrandX,Outdoor,High
"Purple Item",gadget,495,48.64,SupplierD,746736156434,B8616,BrandY,Household,Critical
"Blue Gadget",device,97,61.64,SupplierC,710240531785,B1731,BrandZ,Household,High
"Purple Item",widget,401,54.60,SupplierD,435370117675,B7649,BrandZ,Household,Medium
"Red Widget",gadget,362,73.94,SupplierD,203437959541,B6099,BrandZ,Automotive,Medium
"Green Tool",widget,98,32.03,SupplierD,986846942732,B3731,BrandZ,Electronics,High
"Blue Gadget",widget,319,94.55,SupplierA,549375144509,B7636,BrandZ,Household,Low
"Blue Gadget",gadget,24,20.43,SupplierD,553777962631,B3384,BrandX,Toys,High
"Red Widget",device,45,20.89,SupplierA,187285657506,B9466,BrandX,Outdoor,Critical
"Purple Item",item,278,48.32,SupplierD,398305735712,B4441,BrandX,Electronics,Medium
"Blue Gadget",device,11,95.95,SupplierA,244697743797,B5368,BrandX,Household,Critical
"Purple Item",widget,310,4.21,SupplierA,355725850928,B3483,BrandZ,Toys,Critical
"Blue Gadget",device,110,12.98,SupplierA,761241877760,B4558,BrandZ,Electronics,Low
"Purple Item",device,471,68.28,SupplierA,351097985947,B4101,BrandY,Household,High
"Green Tool",widget,481,95.52,SupplierC,306963500970,B4346,BrandZ,Electronics,Medium
"Red Widget",device,281,59.92,SupplierA,871593661082,B4613,BrandX,Outdoor,Medium
"Red Widget",tool,277,94.81,SupplierA,869906267709,B8656,BrandZ,Outdoor,Medium
"Purple Item",item,85,27.17,SupplierA,201153096075,B1971,BrandY,Automotive,Critical
"Purple Item",device,77,12.38,SupplierA,807227903368,B9196,BrandY,Electronics,High
"Green Tool",device,324,23.99,SupplierD,156710772194,B5702,BrandX,Toys,Medium
"Green Tool",item,273,66.08,SupplierD,589631691846,B2197,BrandX,Outdoor,Low
"Yellow Device",widget,294,36.82,SupplierA,747361211479,B3651,BrandY,Household,High
"Purple Item",tool,443,20.61,SupplierC,882253332507,B9972,BrandX,Household,Low
"Purple Item",widget,278,36.53,SupplierD,321924541127,B4674,BrandY,Toys,Critical
"Blue Gadget",widget,356,91.52,SupplierC,508574575576,B2525,BrandZ,Automotive,Critical
"Purple Item",gadget,21,45.56,SupplierC,606225226992,B6493,BrandZ,Household,High
"Blue Gadget",tool,242,8.45,SupplierB,708016153969,B1968,BrandY,Toys,High
"Green Tool",gadget,361,36.02,SupplierA,792801127686,B6208,BrandZ,Household,Critical
"Blue Gadget",widget,419,27.23,SupplierB,277513982957,B3029,BrandX,Outdoor,High
"Green Tool",device,148,14.54,SupplierD,296652723807,B4408,BrandY,Electronics,Low
"Red Widget",gadget,246,46.58,SupplierA,529115002645,B8096,BrandY,Automotive,Medium
"Yellow Device",tool,244,3.85,SupplierD,687504230334,B2968,BrandZ,Outdoor,Low
"Red Widget",gadget,410,11.91,SupplierD,756645910953,B6336,BrandX,Automotive,Medium
"Red Widget",widget,322,6.72,SupplierC,400394821163,B8704,BrandX,Electronics,Medium
"Yellow Device",gadget,173,60.06,SupplierB,868672625085,B9303,BrandY,Household,Medium
